1634045227.1510384; 1634045227.1510384; 0.0
1634045230.6689358; 1634045230.6694815; 0.0005457401275634766
1634045234.2617598; 1634045234.262329; 0.0005693435668945312
1634045239.495615; 1634045239.4961257; 0.0005106925964355469
1634045242.935513; 1634045242.935513; 0.0
1634045246.2179477; 1634045246.2179477; 0.0
1634045249.6095622; 1634045249.6095622; 0.0
1634045253.0601065; 1634045253.0601065; 0.0
1634045256.3871145; 1634045256.3871145; 0.0
1634045259.7819932; 1634045259.7819932; 0.0
