1634044670.4768083; 1634044670.5082662; 0.03145790100097656
1634045040.342266; 1634045040.3782735; 0.03600740432739258
1634045095.5148194; 1634045095.5448258; 0.03000640869140625
1634045101.2327943; 1634045101.2681487; 0.0353543758392334
1634045102.4841483; 1634045102.523108; 0.03895974159240723
1634045103.5981731; 1634045103.6368003; 0.03862714767456055
1634045104.7189415; 1634045104.7599652; 0.04102373123168945
1634045105.943111; 1634045105.989452; 0.0463409423828125
1634045107.1804793; 1634045107.2185457; 0.03806638717651367
1634045108.4701312; 1634045108.511112; 0.04098081588745117
