1634045421.267513; 1634045421.501632; 0.23411893844604492
1634045459.3890944; 1634045459.6053243; 0.21622991561889648
1634045487.3877826; 1634045487.6039288; 0.21614623069763184
1634045511.4177756; 1634045511.6226456; 0.20486998558044434
1634045532.063643; 1634045532.2833092; 0.2196662425994873
1634045552.1361725; 1634045552.3543646; 0.21819210052490234
1634045573.6203434; 1634045573.8382914; 0.21794795989990234
1634045595.6812496; 1634045595.9055846; 0.2243349552154541
1634045616.477637; 1634045616.693229; 0.2155919075012207
1634045638.253092; 1634045638.4624536; 0.20936155319213867
