1634562438.1893454; 1634562438.198804; 0.009458541870117188
1634562441.1806324; 1634562441.1942878; 0.013655424118041992
1634562441.9647796; 1634562441.981958; 0.01717829704284668
1634562442.6771817; 1634562442.6987298; 0.021548032760620117
1634562443.31051; 1634562443.3451762; 0.03466629981994629
1634562443.9277015; 1634562443.9491558; 0.021454334259033203
1634562444.543354; 1634562444.5599396; 0.016585588455200195
1634562445.1604788; 1634562445.180236; 0.01975727081298828
1634562445.7252815; 1634562445.7367854; 0.011503934860229492
1634562446.3079832; 1634562446.3205724; 0.012589216232299805
